"id","date","no","sno","moment"
"00/008","27/01/2000","10+17+28+33+38+46","41","2000-01-27T00:00:00+08:00"
"00/007","25/01/2000","3+5+10+12+31+39","40","2000-01-25T00:00:00+08:00"
"00/006","20/01/2000","13+25+27+36+40+45","12","2000-01-20T00:00:00+08:00"
"00/005","18/01/2000","8+30+32+36+37+38","10","2000-01-18T00:00:00+08:00"
"00/004","13/01/2000","10+25+27+28+39+47","13","2000-01-13T00:00:00+08:00"
"00/003","11/01/2000","1+5+18+19+25+44","14","2000-01-11T00:00:00+08:00"
"00/002","06/01/2000","8+21+23+25+31+36","11","2000-01-06T00:00:00+08:00"
"00/001","04/01/2000","6+21+24+27+35+39","44","2000-01-04T00:00:00+08:00"
"99/110","30/12/1999","19+20+28+38+43+44","35","1999-12-30T00:00:00+08:00"
"99/109","28/12/1999","10+14+16+26+29+40","21","1999-12-28T00:00:00+08:00"
"99/108","23/12/1999","12+24+30+31+32+41","28","1999-12-23T00:00:00+08:00"
"99/107","21/12/1999","1+9+26+43+45+46","38","1999-12-21T00:00:00+08:00"
"99/106","16/12/1999","4+16+19+39+46+47","38","1999-12-16T00:00:00+08:00"
"99/105","14/12/1999","3+14+15+21+23+31","38","1999-12-14T00:00:00+08:00"
"99/104","09/12/1999","1+3+5+9+20+31","15","1999-12-09T00:00:00+08:00"
"99/103","07/12/1999","24+31+33+39+40+47","3","1999-12-07T00:00:00+08:00"
"99/102","02/12/1999","8+14+15+17+33+39","6","1999-12-02T00:00:00+08:00"
"99/101","30/11/1999","6+7+23+28+45+47","30","1999-11-30T00:00:00+08:00"
"99/100","25/11/1999","2+7+8+9+17+29","24","1999-11-25T00:00:00+08:00"
"99/099","23/11/1999","13+15+21+27+40+45","46","1999-11-23T00:00:00+08:00"
"99/098","19/11/1999","5+9+19+25+27+47","44","1999-11-19T00:00:00+08:00"
"99/097","16/11/1999","5+9+10+18+28+38","4","1999-11-16T00:00:00+08:00"
"99/096","11/11/1999","6+9+20+21+30+35","13","1999-11-11T00:00:00+08:00"
"99/095","09/11/1999","1+30+31+32+37+42","17","1999-11-09T00:00:00+08:00"
"99/094","05/11/1999","2+8+30+33+36+42","34","1999-11-05T00:00:00+08:00"
"99/093","01/11/1999","3+13+20+29+35+42","23","1999-11-01T00:00:00+08:00"
"99/092","28/10/1999","14+15+17+28+41+44","35","1999-10-28T00:00:00+08:00"
"99/091","26/10/1999","2+19+30+42+44+46","33","1999-10-26T00:00:00+08:00"
"99/090","21/10/1999","7+15+23+25+32+34","6","1999-10-21T00:00:00+08:00"
"99/089","19/10/1999","1+16+27+30+37+41","42","1999-10-19T00:00:00+08:00"
"99/088","14/10/1999","6+17+23+33+36+39","9","1999-10-14T00:00:00+08:00"
"99/087","12/10/1999","7+18+26+31+33+36","6","1999-10-12T00:00:00+08:00"
"99/086","07/10/1999","3+7+8+28+33+41","46","1999-10-07T00:00:00+08:00"
"99/085","05/10/1999","3+13+41+44+45+47","9","1999-10-05T00:00:00+08:00"
"99/084","30/09/1999","2+12+18+27+36+38","15","1999-09-30T00:00:00+08:00"
"99/083","28/09/1999","5+6+21+24+43+45","33","1999-09-28T00:00:00+08:00"
"99/082","23/09/1999","5+17+26+32+44+46","38","1999-09-23T00:00:00+08:00"
"99/081","21/09/1999","4+15+17+38+42+47","25","1999-09-21T00:00:00+08:00"
"99/080","14/09/1999","19+22+24+28+30+34","36","1999-09-14T00:00:00+08:00"
"99/079","09/09/1999","1+8+12+15+38+42","31","1999-09-09T00:00:00+08:00"
"99/078","07/09/1999","4+10+30+43+45+46","27","1999-09-07T00:00:00+08:00"
"99/077","02/09/1999","6+14+17+18+34+47","12","1999-09-02T00:00:00+08:00"
"99/076","31/08/1999","6+14+27+29+33+44","24","1999-08-31T00:00:00+08:00"
"99/075","28/08/1999","7+10+21+35+41+42","38","1999-08-28T00:00:00+08:00"
"99/074","26/08/1999","4+6+20+29+30+36","27","1999-08-26T00:00:00+08:00"
"99/073","24/08/1999","11+12+13+26+28+43","34","1999-08-24T00:00:00+08:00"
"99/072","21/08/1999","11+17+25+31+38+40","5","1999-08-21T00:00:00+08:00"
"99/071","19/08/1999","8+11+25+28+29+42","34","1999-08-19T00:00:00+08:00"
"99/070","17/08/1999","13+16+31+34+36+45","40","1999-08-17T00:00:00+08:00"
"99/069","14/08/1999","5+15+24+37+41+44","22","1999-08-14T00:00:00+08:00"
"99/068","12/08/1999","7+15+16+24+44+47","22","1999-08-12T00:00:00+08:00"
"99/067","10/08/1999","9+13+16+29+31+32","10","1999-08-10T00:00:00+08:00"
"99/066","07/08/1999","18+21+23+24+28+39","6","1999-08-07T00:00:00+08:00"
"99/065","05/08/1999","2+6+12+18+19+31","14","1999-08-05T00:00:00+08:00"
"99/064","03/08/1999","4+13+20+29+35+37","34","1999-08-03T00:00:00+08:00"
"99/063","31/07/1999","13+19+23+28+35+40","43","1999-07-31T00:00:00+08:00"
"99/062","29/07/1999","8+14+25+27+36+38","44","1999-07-29T00:00:00+08:00"
"99/061","27/07/1999","15+22+25+26+35+47","19","1999-07-27T00:00:00+08:00"
"99/060","24/07/1999","7+8+16+31+35+45","32","1999-07-24T00:00:00+08:00"
"99/059","22/07/1999","6+12+18+22+25+38","35","1999-07-22T00:00:00+08:00"
"99/058","20/07/1999","8+17+27+31+36+43","11","1999-07-20T00:00:00+08:00"
"99/057","17/07/1999","22+35+39+41+46+47","27","1999-07-17T00:00:00+08:00"
"99/056","15/07/1999","7+8+31+32+33+46","45","1999-07-15T00:00:00+08:00"
"99/055","13/07/1999","16+19+26+43+44+47","21","1999-07-13T00:00:00+08:00"
"99/054","10/07/1999","2+5+7+13+30+33","26","1999-07-10T00:00:00+08:00"
"99/053","08/07/1999","4+7+29+35+45+46","8","1999-07-08T00:00:00+08:00"
"99/052","06/07/1999","1+5+11+14+17+18","26","1999-07-06T00:00:00+08:00"
"99/051","03/07/1999","8+18+26+42+44+47","32","1999-07-03T00:00:00+08:00"
"99/050","29/06/1999","9+14+19+23+33+39","10","1999-06-29T00:00:00+08:00"
"99/049","24/06/1999","4+11+24+25+38+39","43","1999-06-24T00:00:00+08:00"
"99/048","22/06/1999","6+11+14+22+38+40","18","1999-06-22T00:00:00+08:00"
"99/047","17/06/1999","14+19+26+34+43+44","12","1999-06-17T00:00:00+08:00"
"99/046","15/06/1999","3+6+14+26+29+31","45","1999-06-15T00:00:00+08:00"
"99/045","10/06/1999","5+23+33+37+44+47","29","1999-06-10T00:00:00+08:00"
"99/044","08/06/1999","16+17+26+29+31+46","24","1999-06-08T00:00:00+08:00"
"99/043","03/06/1999","8+15+17+22+25+39","36","1999-06-03T00:00:00+08:00"
"99/042","01/06/1999","8+12+16+17+20+26","21","1999-06-01T00:00:00+08:00"
"99/041","27/05/1999","9+12+25+33+37+41","28","1999-05-27T00:00:00+08:00"
"99/040","25/05/1999","5+13+22+28+34+39","14","1999-05-25T00:00:00+08:00"
"99/039","20/05/1999","3+8+9+11+17+32","14","1999-05-20T00:00:00+08:00"
"99/038","18/05/1999","19+21+26+33+37+42","40","1999-05-18T00:00:00+08:00"
"99/037","13/05/1999","6+7+27+36+41+44","5","1999-05-13T00:00:00+08:00"
"99/036","11/05/1999","8+10+13+21+28+40","7","1999-05-11T00:00:00+08:00"
"99/035","06/05/1999","1+4+11+18+23+45","7","1999-05-06T00:00:00+08:00"
"99/034","04/05/1999","11+17+21+28+35+38","3","1999-05-04T00:00:00+08:00"
"99/033","29/04/1999","12+16+22+32+37+44","7","1999-04-29T00:00:00+08:00"
"99/032","27/04/1999","5+13+31+33+37+39","34","1999-04-27T00:00:00+08:00"
"99/031","22/04/1999","4+5+26+28+36+41","47","1999-04-22T00:00:00+08:00"
"99/030","20/04/1999","9+11+15+16+19+40","47","1999-04-20T00:00:00+08:00"
"99/029","15/04/1999","3+7+8+10+25+41","2","1999-04-15T00:00:00+08:00"
"99/028","13/04/1999","7+12+17+26+35+36","33","1999-04-13T00:00:00+08:00"
"99/027","09/04/1999","5+8+10+28+30+41","36","1999-04-09T00:00:00+08:00"
"99/026","06/04/1999","7+12+15+17+19+37","27","1999-04-06T00:00:00+08:00"
"99/025","01/04/1999","12+13+28+31+33+42","10","1999-04-01T00:00:00+08:00"
"99/024","30/03/1999","11+13+15+20+33+45","35","1999-03-30T00:00:00+08:00"
"99/023","25/03/1999","5+25+31+36+44+45","42","1999-03-25T00:00:00+08:00"
"99/022","23/03/1999","2+18+22+25+26+31","43","1999-03-23T00:00:00+08:00"
"99/021","18/03/1999","15+23+25+27+30+44","43","1999-03-18T00:00:00+08:00"
"99/020","16/03/1999","10+20+25+31+36+46","29","1999-03-16T00:00:00+08:00"
"99/019","11/03/1999","2+3+5+11+20+21","8","1999-03-11T00:00:00+08:00"
"99/018","09/03/1999","5+9+38+39+45+46","23","1999-03-09T00:00:00+08:00"
"99/017","04/03/1999","2+3+8+18+29+38","21","1999-03-04T00:00:00+08:00"
"99/016","02/03/1999","8+11+21+23+32+33","36","1999-03-02T00:00:00+08:00"
"99/015","25/02/1999","1+6+11+13+17+19","42","1999-02-25T00:00:00+08:00"
"99/014","23/02/1999","2+13+19+29+33+39","11","1999-02-23T00:00:00+08:00"
"99/013","20/02/1999","4+5+25+37+46+47","33","1999-02-20T00:00:00+08:00"
"99/012","12/02/1999","4+11+23+32+33+45","12","1999-02-12T00:00:00+08:00"
"99/011","09/02/1999","4+7+18+22+29+36","28","1999-02-09T00:00:00+08:00"
"99/010","04/02/1999","7+12+22+24+38+45","35","1999-02-04T00:00:00+08:00"
"99/009","02/02/1999","13+17+27+42+43+44","34","1999-02-02T00:00:00+08:00"
"99/008","28/01/1999","14+17+18+30+38+39","6","1999-01-28T00:00:00+08:00"
"99/007","26/01/1999","6+8+16+20+32+36","1","1999-01-26T00:00:00+08:00"
"99/006","21/01/1999","22+28+34+36+39+46","40","1999-01-21T00:00:00+08:00"
"99/005","19/01/1999","8+11+20+22+30+47","15","1999-01-19T00:00:00+08:00"
"99/004","14/01/1999","22+28+31+32+33+35","27","1999-01-14T00:00:00+08:00"
"99/003","12/01/1999","2+8+10+16+34+40","13","1999-01-12T00:00:00+08:00"
"99/002","07/01/1999","8+18+32+33+38+45","41","1999-01-07T00:00:00+08:00"
"99/001","05/01/1999","1+12+19+25+26+38","47","1999-01-05T00:00:00+08:00"
"98/114","31/12/1998","4+11+30+31+33+40","9","1998-12-31T00:00:00+08:00"
"98/113","29/12/1998","9+17+25+27+28+44","13","1998-12-29T00:00:00+08:00"
"98/112","24/12/1998","6+25+30+38+39+41","5","1998-12-24T00:00:00+08:00"
"98/111","21/12/1998","4+12+22+24+27+39","18","1998-12-21T00:00:00+08:00"
"98/110","17/12/1998","11+12+15+26+38+47","25","1998-12-17T00:00:00+08:00"
"98/109","15/12/1998","3+7+33+34+35+40","16","1998-12-15T00:00:00+08:00"
"98/108","10/12/1998","4+13+27+30+42+43","5","1998-12-10T00:00:00+08:00"
"98/107","08/12/1998","8+13+31+33+35+41","47","1998-12-08T00:00:00+08:00"
"98/106","03/12/1998","4+6+7+32+44+47","37","1998-12-03T00:00:00+08:00"
"98/105","01/12/1998","1+11+26+33+34+36","16","1998-12-01T00:00:00+08:00"
"98/104","26/11/1998","1+6+8+10+32+41","38","1998-11-26T00:00:00+08:00"
"98/103","24/11/1998","10+17+23+34+40+41","24","1998-11-24T00:00:00+08:00"
"98/102","19/11/1998","1+5+6+7+8+13","32","1998-11-19T00:00:00+08:00"
"98/101","17/11/1998","1+7+23+32+33+38","41","1998-11-17T00:00:00+08:00"
"98/100","12/11/1998","19+23+31+42+45+46","8","1998-11-12T00:00:00+08:00"
"98/099","10/11/1998","29+34+36+42+44+45","26","1998-11-10T00:00:00+08:00"
"98/098","05/11/1998","2+9+24+27+30+32","19","1998-11-05T00:00:00+08:00"
"98/097","02/11/1998","10+22+26+27+32+41","13","1998-11-02T00:00:00+08:00"
"98/096","29/10/1998","18+28+29+31+35+40","34","1998-10-29T00:00:00+08:00"
"98/095","27/10/1998","7+11+25+33+34+42","45","1998-10-27T00:00:00+08:00"
"98/094","22/10/1998","2+13+14+20+28+43","31","1998-10-22T00:00:00+08:00"
"98/093","20/10/1998","1+11+18+19+21+34","12","1998-10-20T00:00:00+08:00"
"98/092","15/10/1998","4+5+6+17+34+37","2","1998-10-15T00:00:00+08:00"
"98/091","13/10/1998","1+8+15+27+38+40","14","1998-10-13T00:00:00+08:00"
"98/090","08/10/1998","11+12+30+37+41+45","2","1998-10-08T00:00:00+08:00"
"98/089","06/10/1998","9+18+21+31+40+47","34","1998-10-06T00:00:00+08:00"
"98/088","29/09/1998","3+8+9+17+27+44","25","1998-09-29T00:00:00+08:00"
"98/087","24/09/1998","11+15+17+19+39+47","28","1998-09-24T00:00:00+08:00"
"98/086","22/09/1998","5+20+22+30+31+33","19","1998-09-22T00:00:00+08:00"
"98/085","17/09/1998","12+17+19+31+37+38","20","1998-09-17T00:00:00+08:00"
"98/084","15/09/1998","3+14+15+21+32+37","29","1998-09-15T00:00:00+08:00"
"98/083","10/09/1998","4+12+39+41+42+43","31","1998-09-10T00:00:00+08:00"
"98/082","08/09/1998","4+5+12+40+44+46","35","1998-09-08T00:00:00+08:00"
"98/081","03/09/1998","8+9+12+23+26+34","47","1998-09-03T00:00:00+08:00"
"98/080","01/09/1998","5+11+14+26+31+40","13","1998-09-01T00:00:00+08:00"
"98/079","29/08/1998","6+8+13+35+45+47","9","1998-08-29T00:00:00+08:00"
"98/078","27/08/1998","2+17+20+22+29+33","25","1998-08-27T00:00:00+08:00"
"98/077","25/08/1998","5+24+33+34+36+44","42","1998-08-25T00:00:00+08:00"
"98/076","22/08/1998","1+12+15+17+21+22","29","1998-08-22T00:00:00+08:00"
"98/075","20/08/1998","14+21+23+39+42+46","37","1998-08-20T00:00:00+08:00"
"98/074","18/08/1998","4+7+14+18+19+34","20","1998-08-18T00:00:00+08:00"
"98/073","15/08/1998","27+28+40+42+43+47","34","1998-08-15T00:00:00+08:00"
"98/072","13/08/1998","18+19+20+23+43+47","40","1998-08-13T00:00:00+08:00"
"98/071","11/08/1998","10+15+18+35+38+39","12","1998-08-11T00:00:00+08:00"
"98/070","08/08/1998","12+15+17+29+46+47","23","1998-08-08T00:00:00+08:00"
"98/069","06/08/1998","16+17+26+30+34+35","13","1998-08-06T00:00:00+08:00"
"98/068","04/08/1998","1+14+27+31+35+42","5","1998-08-04T00:00:00+08:00"
"98/067","01/08/1998","2+15+21+28+36+41","3","1998-08-01T00:00:00+08:00"
"98/066","30/07/1998","16+22+25+26+40+46","44","1998-07-30T00:00:00+08:00"
"98/065","28/07/1998","1+16+28+32+36+38","14","1998-07-28T00:00:00+08:00"
"98/064","25/07/1998","3+17+24+34+35+40","15","1998-07-25T00:00:00+08:00"
"98/063","23/07/1998","1+3+5+14+18+23","25","1998-07-23T00:00:00+08:00"
"98/062","21/07/1998","2+3+22+24+25+41","27","1998-07-21T00:00:00+08:00"
"98/061","18/07/1998","20+22+30+32+35+36","33","1998-07-18T00:00:00+08:00"
"98/060","16/07/1998","2+13+24+25+26+27","23","1998-07-16T00:00:00+08:00"
"98/059","14/07/1998","5+8+12+23+24+44","31","1998-07-14T00:00:00+08:00"
"98/058","11/07/1998","3+8+12+28+35+39","37","1998-07-11T00:00:00+08:00"
"98/057","09/07/1998","9+20+22+28+39+45","19","1998-07-09T00:00:00+08:00"
"98/056","07/07/1998","1+6+22+30+32+45","16","1998-07-07T00:00:00+08:00"
"98/055","04/07/1998","4+29+30+35+43+45","25","1998-07-04T00:00:00+08:00"
"98/054","02/07/1998","11+25+31+35+44+47","30","1998-07-02T00:00:00+08:00"
"98/053","30/06/1998","2+5+9+29+32+43","47","1998-06-30T00:00:00+08:00"
"98/052","27/06/1998","4+12+13+21+28+42","41","1998-06-27T00:00:00+08:00"
"98/051","25/06/1998","4+5+15+36+38+39","46","1998-06-25T00:00:00+08:00"
"98/050","23/06/1998","7+19+27+33+35+43","9","1998-06-23T00:00:00+08:00"
"98/049","18/06/1998","3+5+12+29+36+45","40","1998-06-18T00:00:00+08:00"
"98/048","16/06/1998","5+13+18+23+33+41","37","1998-06-16T00:00:00+08:00"
"98/047","11/06/1998","22+23+24+28+29+39","38","1998-06-11T00:00:00+08:00"
"98/046","09/06/1998","11+18+23+29+35+39","36","1998-06-09T00:00:00+08:00"
"98/045","04/06/1998","1+3+7+8+12+39","34","1998-06-04T00:00:00+08:00"
"98/044","02/06/1998","4+16+19+33+34+47","39","1998-06-02T00:00:00+08:00"
"98/043","29/05/1998","3+5+7+20+37+46","16","1998-05-29T00:00:00+08:00"
"98/042","26/05/1998","1+15+18+32+36+43","31","1998-05-26T00:00:00+08:00"
"98/041","21/05/1998","2+7+12+15+28+31","19","1998-05-21T00:00:00+08:00"
"98/040","19/05/1998","13+17+25+26+37+38","16","1998-05-19T00:00:00+08:00"
"98/039","14/05/1998","2+6+24+33+34+39","26","1998-05-14T00:00:00+08:00"
"98/038","12/05/1998","2+12+15+16+26+30","24","1998-05-12T00:00:00+08:00"
"98/037","07/05/1998","4+12+19+27+34+39","42","1998-05-07T00:00:00+08:00"
"98/036","05/05/1998","11+24+37+38+43+46","18","1998-05-05T00:00:00+08:00"
"98/035","30/04/1998","4+13+17+23+33+41","9","1998-04-30T00:00:00+08:00"
"98/034","28/04/1998","11+22+23+30+42+45","39","1998-04-28T00:00:00+08:00"
"98/033","23/04/1998","5+24+26+29+32+38","19","1998-04-23T00:00:00+08:00"
"98/032","21/04/1998","11+12+20+27+42+45","25","1998-04-21T00:00:00+08:00"
"98/031","16/04/1998","1+22+23+34+42+47","39","1998-04-16T00:00:00+08:00"
"98/030","14/04/1998","3+7+30+35+38+47","39","1998-04-14T00:00:00+08:00"
"98/029","10/04/1998","7+13+25+28+32+46","17","1998-04-10T00:00:00+08:00"
"98/028","07/04/1998","2+6+16+22+24+31","32","1998-04-07T00:00:00+08:00"
"98/027","02/04/1998","15+17+19+21+33+37","2","1998-04-02T00:00:00+08:00"
"98/026","31/03/1998","6+7+12+44+45+46","23","1998-03-31T00:00:00+08:00"
"98/025","26/03/1998","5+11+15+18+36+37","39","1998-03-26T00:00:00+08:00"
"98/024","24/03/1998","1+15+22+28+34+46","14","1998-03-24T00:00:00+08:00"
"98/023","19/03/1998","2+17+19+34+45+47","12","1998-03-19T00:00:00+08:00"
"98/022","17/03/1998","2+14+15+24+34+43","25","1998-03-17T00:00:00+08:00"
"98/021","12/03/1998","19+25+30+36+37+40","14","1998-03-12T00:00:00+08:00"
"98/020","10/03/1998","5+22+24+26+29+47","1","1998-03-10T00:00:00+08:00"
"98/019","05/03/1998","20+22+23+41+43+46","8","1998-03-05T00:00:00+08:00"
"98/018","03/03/1998","1+16+17+20+22+40","34","1998-03-03T00:00:00+08:00"
"98/017","26/02/1998","1+10+12+23+33+42","39","1998-02-26T00:00:00+08:00"
"98/016","24/02/1998","2+19+23+26+27+46","30","1998-02-24T00:00:00+08:00"
"98/015","19/02/1998","12+19+25+27+32+34","1","1998-02-19T00:00:00+08:00"
"98/014","17/02/1998","29+30+32+35+37+44","21","1998-02-17T00:00:00+08:00"
"98/013","12/02/1998","11+15+24+25+26+32","30","1998-02-12T00:00:00+08:00"
"98/012","10/02/1998","1+6+28+30+31+33","22","1998-02-10T00:00:00+08:00"
"98/011","06/02/1998","2+8+9+15+17+37","28","1998-02-06T00:00:00+08:00"
"98/010","03/02/1998","3+11+17+25+28+43","26","1998-02-03T00:00:00+08:00"
"98/009","31/01/1998","9+13+14+16+17+30","39","1998-01-31T00:00:00+08:00"
"98/008","26/01/1998","4+11+22+29+30+45","25","1998-01-26T00:00:00+08:00"
"98/007","22/01/1998","1+13+20+26+31+45","40","1998-01-22T00:00:00+08:00"
"98/006","20/01/1998","13+19+25+34+35+45","24","1998-01-20T00:00:00+08:00"
"98/005","15/01/1998","3+4+11+22+27+43","37","1998-01-15T00:00:00+08:00"
"98/004","13/01/1998","1+25+26+33+43+44","18","1998-01-13T00:00:00+08:00"
"98/003","08/01/1998","4+8+11+32+33+35","3","1998-01-08T00:00:00+08:00"
"98/002","06/01/1998","9+15+31+32+41+47","14","1998-01-06T00:00:00+08:00"
"98/001","02/01/1998","5+10+22+35+37+39","25","1998-01-02T00:00:00+08:00"
"97/104","30/12/1997","14+19+24+30+36+45","23","1997-12-30T00:00:00+08:00"
"97/103","23/12/1997","9+13+22+34+36+43","35","1997-12-23T00:00:00+08:00"
"97/102","18/12/1997","5+8+12+16+40+47","22","1997-12-18T00:00:00+08:00"
"97/101","16/12/1997","4+7+14+20+30+47","9","1997-12-16T00:00:00+08:00"
"97/100","11/12/1997","3+17+21+23+34+37","1","1997-12-11T00:00:00+08:00"
"97/099","09/12/1997","21+25+36+42+43+45","47","1997-12-09T00:00:00+08:00"
"97/098","04/12/1997","9+13+17+18+22+41","26","1997-12-04T00:00:00+08:00"
"97/097","02/12/1997","19+22+27+28+29+46","21","1997-12-02T00:00:00+08:00"
"97/096","27/11/1997","8+11+13+40+42+44","36","1997-11-27T00:00:00+08:00"
"97/095","25/11/1997","1+2+5+19+26+40","24","1997-11-25T00:00:00+08:00"
"97/094","20/11/1997","7+14+30+35+41+42","20","1997-11-20T00:00:00+08:00"
"97/093","18/11/1997","3+12+24+33+40+46","1","1997-11-18T00:00:00+08:00"
"97/092","13/11/1997","9+18+20+24+37+39","35","1997-11-13T00:00:00+08:00"
"97/091","11/11/1997","7+17+29+35+36+47","44","1997-11-11T00:00:00+08:00"
"97/090","06/11/1997","14+16+24+25+27+33","47","1997-11-06T00:00:00+08:00"
"97/089","03/11/1997","3+5+24+37+38+45","6","1997-11-03T00:00:00+08:00"
"97/088","30/10/1997","7+15+23+26+29+34","18","1997-10-30T00:00:00+08:00"
"97/087","28/10/1997","2+4+14+32+34+41","5","1997-10-28T00:00:00+08:00"
"97/086","23/10/1997","14+23+25+29+35+41","8","1997-10-23T00:00:00+08:00"
"97/085","21/10/1997","14+16+24+25+35+38","29","1997-10-21T00:00:00+08:00"
"97/084","16/10/1997","7+13+21+27+35+41","38","1997-10-16T00:00:00+08:00"
"97/083","14/10/1997","6+11+18+24+27+29","7","1997-10-14T00:00:00+08:00"
"97/082","09/10/1997","5+8+14+25+31+32","18","1997-10-09T00:00:00+08:00"
"97/081","07/10/1997","8+12+24+26+29+42","6","1997-10-07T00:00:00+08:00"
"97/080","04/10/1997","8+22+24+26+37+43","6","1997-10-04T00:00:00+08:00"
"97/079","30/09/1997","6+24+28+31+38+45","13","1997-09-30T00:00:00+08:00"
"97/078","25/09/1997","1+15+27+34+42+46","33","1997-09-25T00:00:00+08:00"
"97/077","23/09/1997","9+10+14+30+32+41","37","1997-09-23T00:00:00+08:00"
"97/076","18/09/1997","5+8+19+28+32+33","44","1997-09-18T00:00:00+08:00"
"97/075","15/09/1997","6+9+14+15+31+47","42","1997-09-15T00:00:00+08:00"
"97/074","11/09/1997","1+27+37+43+44+47","22","1997-09-11T00:00:00+08:00"
"97/073","09/09/1997","2+7+18+29+42+45","10","1997-09-09T00:00:00+08:00"
"97/072","04/09/1997","2+6+14+26+33+42","40","1997-09-04T00:00:00+08:00"
"97/071","02/09/1997","6+9+28+30+42+47","35","1997-09-02T00:00:00+08:00"
"97/070","30/08/1997","8+10+18+26+42+45","14","1997-08-30T00:00:00+08:00"
"97/069","28/08/1997","3+15+16+19+32+33","26","1997-08-28T00:00:00+08:00"
"97/068","26/08/1997","3+17+22+29+34+38","14","1997-08-26T00:00:00+08:00"
"97/067","21/08/1997","12+18+24+30+34+35","20","1997-08-21T00:00:00+08:00"
"97/066","19/08/1997","19+31+35+37+38+42","18","1997-08-19T00:00:00+08:00"
"97/065","16/08/1997","2+4+5+27+29+40","9","1997-08-16T00:00:00+08:00"
"97/064","14/08/1997","3+8+28+32+42+43","41","1997-08-14T00:00:00+08:00"
"97/063","12/08/1997","2+9+22+26+30+36","38","1997-08-12T00:00:00+08:00"
"97/062","07/08/1997","16+21+24+32+37+45","29","1997-08-07T00:00:00+08:00"
"97/061","05/08/1997","12+16+27+33+34+37","43","1997-08-05T00:00:00+08:00"
"97/060","31/07/1997","2+15+16+22+28+36","14","1997-07-31T00:00:00+08:00"
"97/059","29/07/1997","14+15+17+37+40+45","39","1997-07-29T00:00:00+08:00"
"97/058","24/07/1997","6+10+17+25+28+34","9","1997-07-24T00:00:00+08:00"
"97/057","22/07/1997","3+13+19+35+37+46","39","1997-07-22T00:00:00+08:00"
"97/056","19/07/1997","1+3+10+14+33+45","30","1997-07-19T00:00:00+08:00"
"97/055","17/07/1997","1+12+17+19+22+34","15","1997-07-17T00:00:00+08:00"
"97/054","15/07/1997","6+23+26+34+35+42","27","1997-07-15T00:00:00+08:00"
"97/053","10/07/1997","5+10+16+19+20+30","34","1997-07-10T00:00:00+08:00"
"97/052","08/07/1997","3+14+18+26+28+41","23","1997-07-08T00:00:00+08:00"
"97/051","05/07/1997","1+4+7+9+17+18","40","1997-07-05T00:00:00+08:00"
